['北京市高级人民法院', '2022-02-12', '2022-02-18']
['北京市高级人民法院', '2022-02-19', '2022-02-25']
['北京市高级人民法院', '2022-02-26', '2022-03-04']
['北京市高级人民法院', '2022-03-05', '2022-03-11']
['北京市高级人民法院', '2022-03-12', '2022-03-18']
['北京市高级人民法院', '2022-03-19', '2022-03-25']
['北京市高级人民法院', '2022-03-26', '2022-04-01']
['北京市高级人民法院', '2022-04-02', '2022-04-08']
['北京市高级人民法院', '2022-04-09', '2022-04-15']
['北京市高级人民法院', '2022-01-06', '2022-01-06']
['北京市高级人民法院', '2022-01-03', '2022-01-03']
['北京市高级人民法院', '2022-01-23', '2022-01-23']
['北京市高级人民法院', '2022-01-02', '2022-01-02']
['北京市高级人民法院', '2022-01-01', '2022-01-01']
['北京市高级人民法院', '2022-04-16', '2022-04-22']
['北京市高级人民法院', '2022-04-23', '2022-04-29']
['北京市高级人民法院', '2022-04-30', '2022-05-06']
['北京市高级人民法院', '2022-05-07', '2022-05-13']
['北京市高级人民法院', '2022-05-14', '2022-05-20']
['北京市高级人民法院', '2022-05-21', '2022-05-27']
['北京市高级人民法院', '2022-05-28', '2022-06-03']
['北京市高级人民法院', '2022-06-04', '2022-06-10']
['北京市高级人民法院', '2022-06-11', '2022-06-17']
['北京市高级人民法院', '2022-06-18', '2022-06-24']
['北京市高级人民法院', '2022-06-25', '2022-07-01']
['北京市高级人民法院', '2022-07-02', '2022-07-08']
['北京市高级人民法院', '2022-07-09', '2022-07-15']
['北京市高级人民法院', '2022-01-22', '2022-01-22']
['北京市高级人民法院', '2022-07-16', '2022-07-22']
['北京市高级人民法院', '2022-07-23', '2022-07-29']
['北京市高级人民法院', '2022-07-30', '2022-08-05']
['北京市高级人民法院', '2022-08-06', '2022-08-12']
['北京市高级人民法院', '2022-08-13', '2022-08-19']
['北京市高级人民法院', '2022-08-20', '2022-08-26']
['北京市高级人民法院', '2022-08-27', '2022-09-02']
['北京市高级人民法院', '2022-09-03', '2022-09-09']
['北京市高级人民法院', '2022-09-10', '2022-09-16']
['北京市高级人民法院', '2022-09-24', '2022-09-30']
['北京市高级人民法院', '2022-09-17', '2022-09-23']
['北京市高级人民法院', '2022-10-01', '2022-10-07']
['北京市高级人民法院', '2022-10-08', '2022-10-14']
['北京市高级人民法院', '2022-10-15', '2022-10-21']
['北京市高级人民法院', '2022-10-22', '2022-10-28']
['北京市高级人民法院', '2022-10-29', '2022-11-04']
['北京市高级人民法院', '2022-11-05', '2022-11-11']
['北京市高级人民法院', '2022-11-12', '2022-11-18']
['北京市高级人民法院', '2022-11-19', '2022-11-25']
['北京市高级人民法院', '2022-11-26', '2022-12-02']
['北京市高级人民法院', '2022-12-03', '2022-12-09']
['北京市高级人民法院', '2022-12-10', '2022-12-16']
['北京市高级人民法院', '2022-12-17', '2022-12-23']
['北京市高级人民法院', '2022-12-24', '2022-12-30']
['北京市第一中级人民法院', '2022-01-01', '2022-01-07']
['北京市第一中级人民法院', '2022-01-08', '2022-01-14']
['北京市第一中级人民法院', '2022-01-15', '2022-01-21']
['北京市第一中级人民法院', '2022-01-22', '2022-01-28']
['北京市第一中级人民法院', '2022-01-29', '2022-02-04']
['北京市第一中级人民法院', '2022-02-05', '2022-02-11']
['北京市第一中级人民法院', '2022-02-12', '2022-02-18']
['北京市第一中级人民法院', '2022-02-19', '2022-02-25']
['北京市第一中级人民法院', '2022-02-26', '2022-03-04']
['北京市第一中级人民法院', '2022-03-05', '2022-03-11']
['北京市第一中级人民法院', '2022-03-12', '2022-03-18']
['北京市第一中级人民法院', '2022-03-19', '2022-03-25']
['北京市第一中级人民法院', '2022-03-26', '2022-04-01']
['北京市第一中级人民法院', '2022-04-02', '2022-04-08']
['北京市第一中级人民法院', '2022-04-09', '2022-04-15']
['北京市第一中级人民法院', '2022-04-16', '2022-04-22']
